2	96
3	56
9	57
10	81
15	1576
18	59
21	60
23	61
30	62
31	1595
34	1571
38	81
50	1587
198	95
57	65
65	81
70	67
76	81
78	69
79	70
81	1577
83	71
84	72
90	1573
99	1572
104	56
111	74
116	75
121	56
126	57
130	56
133	79
135	80
137	81
138	82
139	1574
140	83
140	83
141	83
146	84
148	70
149	81
152	87
97	1592
154	82
161	91
164	70
166	56
167	93
184	1575
185	94
